# music conformance fixture - regenerate with npm run goldens
# scales: name,degree;degree;...
chromatic,0;1;2;3;4;5;6;7;8;9;10;11
major,0;2;4;5;7;9;11
minor,0;2;3;5;7;8;10
dorian,0;2;3;5;7;9;10
mixolydian,0;2;4;5;7;9;10
lydian,0;2;4;6;7;9;11
phrygian,0;1;3;5;7;8;10
harmonicMinor,0;2;3;5;7;8;11
majorPentatonic,0;2;4;7;9
minorPentatonic,0;3;5;7;10
blues,0;3;5;6;7;10
# snapToScale: scale,root,note,result
harmonicMinor,0,61,1,62
harmonicMinor,0,61,2,63
harmonicMinor,0,61,3,65
harmonicMinor,0,61,7,72
harmonicMinor,0,61,14,84
harmonicMinor,0,127,-14,103
harmonicMinor,0,127,-7,115
harmonicMinor,0,127,-3,122
harmonicMinor,0,127,-1,125
harmonicMinor,0,127,0,127
harmonicMinor,0,127,1,128
harmonicMinor,0,127,2,131
harmonicMinor,0,127,3,132
harmonicMinor,0,127,7,139
harmonicMinor,0,127,14,151
harmonicMinor,7,-1,-14,-26
harmonicMinor,7,-1,-7,-14
harmonicMinor,7,-1,-3,-6
harmonicMinor,7,-1,-1,-3
harmonicMinor,7,-1,0,-2
harmonicMinor,7,-1,1,0
harmonicMinor,7,-1,2,2
harmonicMinor,7,-1,3,3
harmonicMinor,7,-1,7,10
harmonicMinor,7,-1,14,22
harmonicMinor,7,0,-14,-24
harmonicMinor,7,0,-7,-12
harmonicMinor,7,0,-3,-5
harmonicMinor,7,0,-1,-2
harmonicMinor,7,0,0,0
harmonicMinor,7,0,1,2
harmonicMinor,7,0,2,3
harmonicMinor,7,0,3,6
harmonicMinor,7,0,7,12
harmonicMinor,7,0,14,24
harmonicMinor,7,60,-14,36
harmonicMinor,7,60,-7,48
harmonicMinor,7,60,-3,55
harmonicMinor,7,60,-1,58
harmonicMinor,7,60,0,60
harmonicMinor,7,60,1,62
harmonicMinor,7,60,2,63
harmonicMinor,7,60,3,66
harmonicMinor,7,60,7,72
harmonicMinor,7,60,14,84
harmonicMinor,7,61,-14,36
harmonicMinor,7,61,-7,48
harmonicMinor,7,61,-3,55
harmonicMinor,7,61,-1,58
harmonicMinor,7,61,0,60
harmonicMinor,7,61,1,62
harmonicMinor,7,61,2,63
harmonicMinor,7,61,3,66
harmonicMinor,7,61,7,72
harmonicMinor,7,61,14,84
harmonicMinor,7,127,-14,103
harmonicMinor,7,127,-7,115
harmonicMinor,7,127,-3,122
harmonicMinor,7,127,-1,126
harmonicMinor,7,127,0,127
harmonicMinor,7,127,1,129
harmonicMinor,7,127,2,130
harmonicMinor,7,127,3,132
harmonicMinor,7,127,7,139
harmonicMinor,7,127,14,151
majorPentatonic,0,-1,-14,-34
majorPentatonic,0,-1,-7,-17
majorPentatonic,0,-1,-3,-8
majorPentatonic,0,-1,-1,-3
majorPentatonic,0,-1,0,0
majorPentatonic,0,-1,1,2
majorPentatonic,0,-1,2,4
majorPentatonic,0,-1,3,7
majorPentatonic,0,-1,7,16
majorPentatonic,0,-1,14,33
majorPentatonic,0,0,-14,-34
majorPentatonic,0,0,-7,-17
majorPentatonic,0,0,-3,-8
majorPentatonic,0,0,-1,-3
majorPentatonic,0,0,0,0
majorPentatonic,0,0,1,2
majorPentatonic,0,0,2,4
majorPentatonic,0,0,3,7
majorPentatonic,0,0,7,16
majorPentatonic,0,0,14,33
majorPentatonic,0,60,-14,26
majorPentatonic,0,60,-7,43
majorPentatonic,0,60,-3,52
majorPentatonic,0,60,-1,57
majorPentatonic,0,60,0,60
majorPentatonic,0,60,1,62
majorPentatonic,0,60,2,64
majorPentatonic,0,60,3,67
majorPentatonic,0,60,7,76
majorPentatonic,0,60,14,93
majorPentatonic,0,61,-14,26
majorPentatonic,0,61,-7,43
majorPentatonic,0,61,-3,52
majorPentatonic,0,61,-1,57
majorPentatonic,0,61,0,60
majorPentatonic,0,61,1,62
majorPentatonic,0,61,2,64
majorPentatonic,0,61,3,67
majorPentatonic,0,61,7,76
majorPentatonic,0,61,14,93
majorPentatonic,0,127,-14,93
majorPentatonic,0,127,-7,110
majorPentatonic,0,127,-3,120
majorPentatonic,0,127,-1,124
majorPentatonic,0,127,0,127
majorPentatonic,0,127,1,129
majorPentatonic,0,127,2,132
majorPentatonic,0,127,3,134
majorPentatonic,0,127,7,144
majorPentatonic,0,127,14,160
majorPentatonic,7,-1,-14,-34
majorPentatonic,7,-1,-7,-17
majorPentatonic,7,-1,-3,-8
majorPentatonic,7,-1,-1,-3
majorPentatonic,7,-1,0,-1
majorPentatonic,7,-1,1,2
majorPentatonic,7,-1,2,4
majorPentatonic,7,-1,3,7
majorPentatonic,7,-1,7,16
majorPentatonic,7,-1,14,33
majorPentatonic,7,0,-14,-34
majorPentatonic,7,0,-7,-17
majorPentatonic,7,0,-3,-8
majorPentatonic,7,0,-1,-3
majorPentatonic,7,0,0,-1
majorPentatonic,7,0,1,2
majorPentatonic,7,0,2,4
majorPentatonic,7,0,3,7
majorPentatonic,7,0,7,16
majorPentatonic,7,0,14,33
majorPentatonic,7,60,-14,26
majorPentatonic,7,60,-7,43
majorPentatonic,7,60,-3,52
majorPentatonic,7,60,-1,57
majorPentatonic,7,60,0,59
majorPentatonic,7,60,1,62
majorPentatonic,7,60,2,64
majorPentatonic,7,60,3,67
majorPentatonic,7,60,7,76
majorPentatonic,7,60,14,93
majorPentatonic,7,61,-14,28
majorPentatonic,7,61,-7,45
majorPentatonic,7,61,-3,55
majorPentatonic,7,61,-1,59
majorPentatonic,7,61,0,62
majorPentatonic,7,61,1,64
majorPentatonic,7,61,2,67
majorPentatonic,7,61,3,69
majorPentatonic,7,61,7,79
majorPentatonic,7,61,14,95
majorPentatonic,7,127,-14,93
majorPentatonic,7,127,-7,110
majorPentatonic,7,127,-3,119
majorPentatonic,7,127,-1,124
majorPentatonic,7,127,0,127
majorPentatonic,7,127,1,129
majorPentatonic,7,127,2,131
majorPentatonic,7,127,3,134
majorPentatonic,7,127,7,143
majorPentatonic,7,127,14,160
minorPentatonic,0,-1,-14,-33
minorPentatonic,0,-1,-7,-17
minorPentatonic,0,-1,-3,-7
minorPentatonic,0,-1,-1,-2
minorPentatonic,0,-1,0,0
minorPentatonic,0,-1,1,3
minorPentatonic,0,-1,2,5
minorPentatonic,0,-1,3,7
minorPentatonic,0,-1,7,17
minorPentatonic,0,-1,14,34
minorPentatonic,0,0,-14,-33
minorPentatonic,0,0,-7,-17
minorPentatonic,0,0,-3,-7
minorPentatonic,0,0,-1,-2
minorPentatonic,0,0,0,0
minorPentatonic,0,0,1,3
minorPentatonic,0,0,2,5
minorPentatonic,0,0,3,7
minorPentatonic,0,0,7,17
minorPentatonic,0,0,14,34
minorPentatonic,0,60,-14,27
minorPentatonic,0,60,-7,43
minorPentatonic,0,60,-3,53
minorPentatonic,0,60,-1,58
minorPentatonic,0,60,0,60
minorPentatonic,0,60,1,63
minorPentatonic,0,60,2,65
minorPentatonic,0,60,3,67
minorPentatonic,0,60,7,77
minorPentatonic,0,60,14,94
minorPentatonic,0,61,-14,27
minorPentatonic,0,61,-7,43
minorPentatonic,0,61,-3,53
minorPentatonic,0,61,-1,58
minorPentatonic,0,61,0,60
minorPentatonic,0,61,1,63
minorPentatonic,0,61,2,65
minorPentatonic,0,61,3,67
minorPentatonic,0,61,7,77
minorPentatonic,0,61,14,94
minorPentatonic,0,127,-14,94
minorPentatonic,0,127,-7,111
minorPentatonic,0,127,-3,120
minorPentatonic,0,127,-1,125
minorPentatonic,0,127,0,127
minorPentatonic,0,127,1,130
minorPentatonic,0,127,2,132
minorPentatonic,0,127,3,135
minorPentatonic,0,127,7,144
minorPentatonic,0,127,14,161
minorPentatonic,7,-1,-14,-36
minorPentatonic,7,-1,-7,-19
minorPentatonic,7,-1,-3,-10
minorPentatonic,7,-1,-1,-5
minorPentatonic,7,-1,0,-2
minorPentatonic,7,-1,1,0
minorPentatonic,7,-1,2,2
minorPentatonic,7,-1,3,5
minorPentatonic,7,-1,7,14
minorPentatonic,7,-1,14,31
minorPentatonic,7,0,-14,-34
minorPentatonic,7,0,-7,-17
minorPentatonic,7,0,-3,-7
minorPentatonic,7,0,-1,-2
minorPentatonic,7,0,0,0
minorPentatonic,7,0,1,2
minorPentatonic,7,0,2,5
minorPentatonic,7,0,3,7
minorPentatonic,7,0,7,17
minorPentatonic,7,0,14,34
minorPentatonic,7,60,-14,26
minorPentatonic,7,60,-7,43
minorPentatonic,7,60,-3,53
minorPentatonic,7,60,-1,58
minorPentatonic,7,60,0,60
minorPentatonic,7,60,1,62
minorPentatonic,7,60,2,65
minorPentatonic,7,60,3,67
minorPentatonic,7,60,7,77
minorPentatonic,7,60,14,94
minorPentatonic,7,61,-14,26
minorPentatonic,7,61,-7,43
minorPentatonic,7,61,-3,53
minorPentatonic,7,61,-1,58
minorPentatonic,7,61,0,60
minorPentatonic,7,61,1,62
minorPentatonic,7,61,2,65
minorPentatonic,7,61,3,67
minorPentatonic,7,61,7,77
minorPentatonic,7,61,14,94
minorPentatonic,7,127,-14,94
minorPentatonic,7,127,-7,110
minorPentatonic,7,127,-3,120
minorPentatonic,7,127,-1,125
minorPentatonic,7,127,0,127
minorPentatonic,7,127,1,130
minorPentatonic,7,127,2,132
minorPentatonic,7,127,3,134
minorPentatonic,7,127,7,144
minorPentatonic,7,127,14,161
blues,0,-1,-14,-29
blues,0,-1,-7,-14
blues,0,-1,-3,-6
blues,0,-1,-1,-2
blues,0,-1,0,0
blues,0,-1,1,3
blues,0,-1,2,5
blues,0,-1,3,6
blues,0,-1,7,15
blues,0,-1,14,29
blues,0,0,-14,-29
blues,0,0,-7,-14
blues,0,0,-3,-6
blues,0,0,-1,-2
blues,0,0,0,0
blues,0,0,1,3
blues,0,0,2,5
blues,0,0,3,6
blues,0,0,7,15
blues,0,0,14,29
blues,0,60,-14,31
blues,0,60,-7,46
blues,0,60,-3,54
blues,0,60,-1,58
blues,0,60,0,60
blues,0,60,1,63
blues,0,60,2,65
blues,0,60,3,66
blues,0,60,7,75
blues,0,60,14,89
blues,0,61,-14,31
blues,0,61,-7,46
blues,0,61,-3,54
blues,0,61,-1,58
blues,0,61,0,60
blues,0,61,1,63
blues,0,61,2,65
blues,0,61,3,66
blues,0,61,7,75
blues,0,61,14,89
blues,0,127,-14,101
blues,0,127,-7,114
blues,0,127,-3,123
blues,0,127,-1,126
blues,0,127,0,127
blues,0,127,1,130
blues,0,127,2,132
blues,0,127,3,135
blues,0,127,7,142
blues,0,127,14,156
blues,7,-1,-14,-31
blues,7,-1,-7,-17
blues,7,-1,-3,-10
blues,7,-1,-1,-5
blues,7,-1,0,-2
blues,7,-1,1,0
blues,7,-1,2,1
blues,7,-1,3,2
blues,7,-1,7,12
blues,7,-1,14,25
blues,7,0,-14,-29
blues,7,0,-7,-14
blues,7,0,-3,-7
blues,7,0,-1,-2
blues,7,0,0,0
blues,7,0,1,1
blues,7,0,2,2
blues,7,0,3,5
blues,7,0,7,13
blues,7,0,14,26
blues,7,60,-14,31
blues,7,60,-7,46
blues,7,60,-3,53
blues,7,60,-1,58
blues,7,60,0,60
blues,7,60,1,61
blues,7,60,2,62
blues,7,60,3,65
blues,7,60,7,73
blues,7,60,14,86
blues,7,61,-14,34
blues,7,61,-7,48
blues,7,61,-3,55
blues,7,61,-1,60
blues,7,61,0,61
blues,7,61,1,62
blues,7,61,2,65
blues,7,61,3,67
blues,7,61,7,74
blues,7,61,14,89
blues,7,127,-14,98
blues,7,127,-7,113
blues,7,127,-3,121
blues,7,127,-1,125
blues,7,127,0,127
blues,7,127,1,130
blues,7,127,2,132
blues,7,127,3,133
blues,7,127,7,142
blues,7,127,14,156
# clampMidi: note_bits,result
bff8000000000000,0
bfe0000000000000,0
bfd999999999999a,0
0000000000000000,0
3fe0000000000000,1
3ff8000000000000,2
4004000000000000,3
404fc00000000000,64
405fa00000000000,127
405fe00000000000,127
4069000000000000,127
# midiToName: note,name
-13,B-3
-1,B-2
0,C-1
1,C#-1
11,B-1
12,C0
47,B2
60,C4
61,C#4
66,F#4
71,B4
127,G9
128,G#9
140,G#10
